CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RF_Score,Segment
C1472,5,5,13690.19,5,2,2,522,52,Potential
C1473,116,4,4082.64,2,1,1,211,21,At Risk / Lost
C1474,10,5,18095.39,5,2,3,523,52,Potential
C1475,66,2,2844.25,3,1,1,311,31,Needs Attention
C1476,66,5,15840.05,3,2,3,323,32,Potential
C1477,325,1,553.6,1,1,1,111,11,At Risk / Lost
C1478,255,7,26831.57,1,3,4,134,13,Needs Attention
C1479,137,11,33108.229999999996,2,5,5,255,25,Big Spenders
C1480,28,6,28399.37,4,3,5,435,43,Loyal
C1481,79,8,13376.21,3,4,2,342,34,Potential
C1482,180,6,27300.17,2,3,4,234,23,Needs Attention
C1483,193,6,10536.06,1,3,2,132,13,Needs Attention
C1484,76,3,10952.26,3,1,2,312,31,Needs Attention
C1485,29,6,19243.28,4,3,3,433,43,Loyal
C1486,64,7,25237.33,3,3,4,334,33,Potential
C1487,24,4,12710.320000000002,5,1,2,512,51,Needs Attention
C1488,50,9,24530.19,4,5,4,454,45,Champions
C1489,108,6,9608.2,2,3,1,231,23,Needs Attention
C1490,211,9,17202.65,1,5,3,153,15,Big Spenders
C1491,40,8,35630.97,4,4,5,445,44,Champions
C1492,107,6,27268.66,2,3,4,234,23,Needs Attention
C1493,294,5,12708.44,1,2,2,122,12,At Risk / Lost
C1494,572,3,8184.110000000001,1,1,1,111,11,At Risk / Lost
C1495,102,5,16300.970000000001,3,2,3,323,32,Potential
C1496,270,6,16854.27,1,3,3,133,13,Needs Attention
C1497,43,6,32421.120000000003,4,3,5,435,43,Loyal
C1498,34,10,47498.58,4,5,5,455,45,Champions
C1499,59,8,32801.95,4,4,5,445,44,Champions
C1500,158,6,24071.02,2,3,4,234,23,Needs Attention
C1501,10,9,40128.619999999995,5,5,5,555,55,Champions
C1502,37,3,3943.47,4,1,1,411,41,Needs Attention
C1503,118,10,32911.53,2,5,5,255,25,Big Spenders
C1504,90,3,6299.79,3,1,1,311,31,Needs Attention
C1505,102,3,6663.54,3,1,1,311,31,Needs Attention
C1506,19,5,14173.77,5,2,2,522,52,Potential
C1507,93,4,10838.5,3,1,2,312,31,Needs Attention
C1508,409,4,7449.15,1,1,1,111,11,At Risk / Lost
C1509,17,2,14902.75,5,1,2,512,51,Needs Attention
C1510,87,5,10533.26,3,2,2,322,32,Potential
C1511,32,6,23394.64,4,3,4,434,43,Loyal
C1512,219,4,13503.490000000002,1,1,2,112,11,At Risk / Lost
C1513,272,1,4136.98,1,1,1,111,11,At Risk / Lost
C1514,208,7,14664.59,1,3,2,132,13,Needs Attention
C1515,68,7,21515.95,3,3,4,334,33,Potential
C1516,42,5,20679.19,4,2,3,423,42,Potential
C1517,39,7,23748.059999999998,4,3,4,434,43,Loyal
C1518,158,10,41733.14,2,5,5,255,25,Big Spenders
C1519,133,5,11416.85,2,2,2,222,22,At Risk / Lost
C1520,17,11,32020.52,5,5,5,555,55,Champions
C1521,201,7,28937.64,1,3,5,135,13,Needs Attention
C1522,114,6,11369.81,2,3,2,232,23,Needs Attention
C1523,313,8,38068.200000000004,1,4,5,145,14,Big Spenders
C1524,145,6,9994.6,2,3,1,231,23,Needs Attention
C1525,22,3,16056.27,5,1,3,513,51,Needs Attention
C1526,63,5,4050.88,3,2,1,321,32,Potential
C1527,18,7,26338.62,5,3,4,534,53,Loyal
C1528,51,4,9135.94,4,1,1,411,41,Needs Attention
C1529,23,8,39948.39,5,4,5,545,54,Champions
C1530,235,7,17483.89,1,3,3,133,13,Needs Attention
C1531,275,6,13142.39,1,3,2,132,13,Needs Attention
C1532,213,8,20261.19,1,4,3,143,14,Big Spenders
C1533,207,5,7328.64,1,2,1,121,12,At Risk / Lost
C1534,47,5,28416.489999999998,4,2,5,425,42,Potential
C1535,85,9,30709.91,3,5,5,355,35,Potential
C1536,8,5,21980.83,5,2,4,524,52,Potential
C1537,12,7,27358.55,5,3,4,534,53,Loyal
C1538,79,8,16982.94,3,4,3,343,34,Potential
C1539,120,4,4094.41,2,1,1,211,21,At Risk / Lost
C1540,22,11,29116.35,5,5,5,555,55,Champions
C1541,377,6,9763.78,1,3,1,131,13,Needs Attention
C1542,45,6,10809.119999999999,4,3,2,432,43,Loyal
C1543,67,9,25619.27,3,5,4,354,35,Potential
C1544,132,5,14147.5,2,2,2,222,22,At Risk / Lost
C1545,121,5,15028.35,2,2,2,222,22,At Risk / Lost
C1546,5,8,31915.6,5,4,5,545,54,Champions
C1547,16,5,8303.91,5,2,1,521,52,Potential
C1548,29,10,60896.270000000004,4,5,5,455,45,Champions
C1549,79,6,20980.1,3,3,4,334,33,Potential
C1550,9,10,34259.200000000004,5,5,5,555,55,Champions
C1551,39,13,25829.34,4,5,4,454,45,Champions
C1552,67,2,9034.36,3,1,1,311,31,Needs Attention
C1553,2,9,15670.580000000002,5,5,3,553,55,Champions
C1554,372,5,6721.17,1,2,1,121,12,At Risk / Lost
C1555,60,7,18305.39,3,3,3,333,33,Potential
C1556,1,8,32911.87,5,4,5,545,54,Champions
C1557,304,2,6330.62,1,1,1,111,11,At Risk / Lost
C1558,61,7,22467.059999999998,3,3,4,334,33,Potential
C1559,40,4,3783.56,4,1,1,411,41,Needs Attention
C1560,112,6,11542.08,2,3,2,232,23,Needs Attention
C1561,186,3,4416.63,2,1,1,211,21,At Risk / Lost
C1562,44,9,29276.780000000002,4,5,5,455,45,Champions
C1563,2,7,40219.47,5,3,5,535,53,Loyal
C1564,134,4,5338.89,2,1,1,211,21,At Risk / Lost
C1565,57,2,9965.3,4,1,1,411,41,Needs Attention
C1566,143,6,26445.0,2,3,4,234,23,Needs Attention
C1567,58,5,11348.75,4,2,2,422,42,Potential
C1568,38,9,38044.84,4,5,5,455,45,Champions
C1569,407,3,15476.34,1,1,2,112,11,At Risk / Lost
C1570,40,7,18142.12,4,3,3,433,43,Loyal
C1571,191,5,21238.620000000003,1,2,4,124,12,At Risk / Lost
C1572,244,4,8303.23,1,1,1,111,11,At Risk / Lost
C1573,128,5,11142.81,2,2,2,222,22,At Risk / Lost
C1574,417,3,15395.68,1,1,2,112,11,At Risk / Lost
C1575,207,1,6975.75,1,1,1,111,11,At Risk / Lost
C1576,10,6,20684.17,5,3,3,533,53,Loyal
C1577,67,3,9874.94,3,1,1,311,31,Needs Attention
C1578,13,6,11293.960000000001,5,3,2,532,53,Loyal
C1579,195,4,3492.75,1,1,1,111,11,At Risk / Lost
C1580,258,7,12166.199999999999,1,3,2,132,13,Needs Attention
C1581,129,8,24184.65,2,4,4,244,24,Big Spenders
C1582,199,3,1507.0599999999995,1,1,1,111,11,At Risk / Lost
C1583,46,4,10307.77,4,1,1,411,41,Needs Attention
C1584,70,11,38197.13,3,5,5,355,35,Potential
C1585,250,3,31453.429999999997,1,1,5,115,11,At Risk / Lost
C1586,26,4,14801.949999999999,5,1,2,512,51,Needs Attention
C1587,27,7,26229.06,5,3,4,534,53,Loyal
C1588,211,2,269.38,1,1,1,111,11,At Risk / Lost
C1589,7,7,18941.3,5,3,3,533,53,Loyal
C1590,11,7,19783.99,5,3,3,533,53,Loyal
C1591,133,3,5241.1,2,1,1,211,21,At Risk / Lost
C1592,190,3,12117.57,1,1,2,112,11,At Risk / Lost
C1593,323,3,9592.35,1,1,1,111,11,At Risk / Lost
C1594,14,6,12996.87,5,3,2,532,53,Loyal
C1595,7,8,25201.260000000002,5,4,4,544,54,Champions
C1596,108,6,24138.06,2,3,4,234,23,Needs Attention
C1597,30,13,48230.05,4,5,5,455,45,Champions
C1598,46,6,10732.56,4,3,2,432,43,Loyal
C1599,67,7,15145.810000000001,3,3,2,332,33,Potential
C1600,265,4,13659.86,1,1,2,112,11,At Risk / Lost
C1601,13,5,23325.100000000002,5,2,4,524,52,Potential
C1602,55,6,17066.77,4,3,3,433,43,Loyal
C1603,184,6,24866.89,2,3,4,234,23,Needs Attention
C1604,118,6,11071.81,2,3,2,232,23,Needs Attention
C1605,183,7,11992.52,2,3,2,232,23,Needs Attention
C1606,20,9,22052.98,5,5,4,554,55,Champions
C1607,10,6,13811.04,5,3,2,532,53,Loyal
C1608,548,2,8379.86,1,1,1,111,11,At Risk / Lost
C1609,12,9,43750.29,5,5,5,555,55,Champions
C1610,14,4,12836.16,5,1,2,512,51,Needs Attention
C1611,109,6,17765.51,2,3,3,233,23,Needs Attention
C1612,161,3,3960.4300000000003,2,1,1,211,21,At Risk / Lost
C1613,288,6,16841.56,1,3,3,133,13,Needs Attention
C1614,18,14,77382.66,5,5,5,555,55,Champions
C1615,143,5,7777.549999999999,2,2,1,221,22,At Risk / Lost
C1616,73,6,23488.87,3,3,4,334,33,Potential
C1617,102,9,34784.18,3,5,5,355,35,Potential
C1618,24,6,29207.25,5,3,5,535,53,Loyal
C1619,565,1,1888.73,1,1,1,111,11,At Risk / Lost
C1620,550,2,2345.83,1,1,1,111,11,At Risk / Lost
C1621,684,2,11250.92,1,1,2,112,11,At Risk / Lost
C1622,12,9,32593.9,5,5,5,555,55,Champions
C1623,35,4,21499.71,4,1,4,414,41,Needs Attention
C1624,328,6,18780.19,1,3,3,133,13,Needs Attention
C1625,98,10,42954.06,3,5,5,355,35,Potential
C1626,40,8,19950.42,4,4,3,443,44,Champions
C1627,82,5,35953.24,3,2,5,325,32,Potential
C1628,141,5,13116.47,2,2,2,222,22,At Risk / Lost
C1629,84,10,26332.77,3,5,4,354,35,Potential
C1630,196,7,16557.84,1,3,3,133,13,Needs Attention
C1631,73,7,13171.34,3,3,2,332,33,Potential
C1632,50,6,31566.370000000003,4,3,5,435,43,Loyal
C1633,299,4,9797.93,1,1,1,111,11,At Risk / Lost
C1634,72,9,19336.54,3,5,3,353,35,Potential
C1635,29,6,29162.52,4,3,5,435,43,Loyal
C1636,50,5,15483.14,4,2,2,422,42,Potential
C1637,31,9,33382.8,4,5,5,455,45,Champions
C1638,278,6,28077.28,1,3,4,134,13,Needs Attention
C1639,140,5,12352.32,2,2,2,222,22,At Risk / Lost
C1640,71,8,17854.2,3,4,3,343,34,Potential
C1641,10,3,7993.14,5,1,1,511,51,Needs Attention
C1642,66,8,28105.84,3,4,5,345,34,Potential
C1643,5,6,24739.41,5,3,4,534,53,Loyal
C1644,103,7,27657.05,3,3,4,334,33,Potential
C1645,141,6,7799.849999999999,2,3,1,231,23,Needs Attention
C1646,88,10,33048.96,3,5,5,355,35,Potential
C1647,111,10,29613.04,2,5,5,255,25,Big Spenders
C1648,156,6,25411.15,2,3,4,234,23,Needs Attention
C1649,10,4,20887.21,5,1,3,513,51,Needs Attention
C1650,53,8,45048.99,4,4,5,445,44,Champions
C1651,53,4,15573.84,4,1,2,412,41,Needs Attention
C1652,15,8,22182.710000000003,5,4,4,544,54,Champions
C1653,467,4,13792.73,1,1,2,112,11,At Risk / Lost
C1654,171,6,20917.510000000002,2,3,3,233,23,Needs Attention
C1655,11,11,34349.29,5,5,5,555,55,Champions
C1656,43,8,21931.67,4,4,4,444,44,Champions
C1657,27,9,34934.64,5,5,5,555,55,Champions
C1658,99,5,16649.5,3,2,3,323,32,Potential
C1659,197,6,23378.38,1,3,4,134,13,Needs Attention
C1660,256,4,12378.48,1,1,2,112,11,At Risk / Lost
C1661,233,5,21018.23,1,2,4,124,12,At Risk / Lost
C1662,124,3,10341.900000000001,2,1,1,211,21,At Risk / Lost
C1663,24,2,4609.28,5,1,1,511,51,Needs Attention
C1664,169,8,32055.739999999998,2,4,5,245,24,Big Spenders
C1665,164,6,14161.72,2,3,2,232,23,Needs Attention
C1666,229,4,19737.170000000002,1,1,3,113,11,At Risk / Lost
C1667,94,6,23252.78,3,3,4,334,33,Potential
C1668,233,4,9409.43,1,1,1,111,11,At Risk / Lost
C1669,14,3,14395.849999999999,5,1,2,512,51,Needs Attention
C1670,119,5,8485.81,2,2,1,221,22,At Risk / Lost
C1671,54,10,22938.27,4,5,4,454,45,Champions
C1672,26,5,12827.18,5,2,2,522,52,Potential
C1673,329,8,24771.67,1,4,4,144,14,Big Spenders
C1674,308,8,28303.870000000003,1,4,5,145,14,Big Spenders
C1675,81,6,20340.44,3,3,3,333,33,Potential
C1676,42,9,26711.73,4,5,4,454,45,Champions
C1677,62,6,11692.16,3,3,2,332,33,Potential
C1678,32,5,7418.03,4,2,1,421,42,Potential
C1679,257,8,45019.549999999996,1,4,5,145,14,Big Spenders
C1680,143,7,19653.97,2,3,3,233,23,Needs Attention
C1681,199,5,17561.1,1,2,3,123,12,At Risk / Lost
C1682,26,8,22655.25,5,4,4,544,54,Champions
C1683,203,5,10817.39,1,2,2,122,12,At Risk / Lost
C1684,57,9,27807.84,4,5,4,454,45,Champions
C1685,12,8,19652.99,5,4,3,543,54,Champions
C1686,67,6,20657.06,3,3,3,333,33,Potential
C1687,57,8,12214.95,4,4,2,442,44,Champions
C1688,159,9,35136.25,2,5,5,255,25,Big Spenders
C1689,352,1,664.05,1,1,1,111,11,At Risk / Lost
C1690,143,5,10212.99,2,2,1,221,22,At Risk / Lost
C1691,85,7,29650.95,3,3,5,335,33,Potential
C1692,23,5,14442.39,5,2,2,522,52,Potential
C1693,135,9,40179.16,2,5,5,255,25,Big Spenders
C1694,3,11,50952.100000000006,5,5,5,555,55,Champions
C1695,22,7,17353.32,5,3,3,533,53,Loyal
C1696,100,13,44511.520000000004,3,5,5,355,35,Potential
C1697,200,7,36723.630000000005,1,3,5,135,13,Needs Attention
C1698,190,4,10568.830000000002,1,1,2,112,11,At Risk / Lost
C1699,342,5,12610.09,1,2,2,122,12,At Risk / Lost
C1700,134,3,7128.3,2,1,1,211,21,At Risk / Lost
C1701,146,4,9826.060000000001,2,1,1,211,21,At Risk / Lost
C1702,23,10,39772.72,5,5,5,555,55,Champions
C1703,513,4,18388.33,1,1,3,113,11,At Risk / Lost
C1704,74,7,19941.199999999997,3,3,3,333,33,Potential
C1705,7,7,25814.69,5,3,4,534,53,Loyal
C1706,306,4,12908.439999999999,1,1,2,112,11,At Risk / Lost
C1707,30,9,28218.920000000002,4,5,5,455,45,Champions
C1708,73,9,24415.47,3,5,4,354,35,Potential
C1709,415,3,6186.35,1,1,1,111,11,At Risk / Lost
C1710,15,4,2312.5,5,1,1,511,51,Needs Attention
C1711,199,8,18115.28,1,4,3,143,14,Big Spenders
C1712,96,7,28276.03,3,3,5,335,33,Potential
C1713,35,8,23528.61,4,4,4,444,44,Champions
C1714,43,6,22479.49,4,3,4,434,43,Loyal
C1715,418,4,5610.639999999999,1,1,1,111,11,At Risk / Lost
C1716,108,3,7207.51,2,1,1,211,21,At Risk / Lost
C1717,244,6,13068.94,1,3,2,132,13,Needs Attention
C1718,144,7,17476.55,2,3,3,233,23,Needs Attention
C1719,119,4,11289.869999999999,2,1,2,212,21,At Risk / Lost
C1720,122,3,12762.17,2,1,2,212,21,At Risk / Lost
C1721,137,10,14662.11,2,5,2,252,25,Big Spenders
C1722,254,8,22065.83,1,4,4,144,14,Big Spenders
C1723,105,4,10556.64,3,1,2,312,31,Needs Attention
C1724,110,12,34399.37,2,5,5,255,25,Big Spenders
C1725,248,5,6698.48,1,2,1,121,12,At Risk / Lost
C1726,34,8,32433.08,4,4,5,445,44,Champions
C1727,67,2,4964.29,3,1,1,311,31,Needs Attention
C1728,60,5,16198.029999999999,3,2,3,323,32,Potential
C1729,97,5,4064.9399999999996,3,2,1,321,32,Potential
C1730,184,7,23019.9,2,3,4,234,23,Needs Attention
C1731,36,9,21775.440000000002,4,5,4,454,45,Champions
C1732,153,10,24423.510000000002,2,5,4,254,25,Big Spenders
C1733,375,5,24968.64,1,2,4,124,12,At Risk / Lost
C1734,48,10,41539.590000000004,4,5,5,455,45,Champions
C1735,23,3,11677.310000000001,5,1,2,512,51,Needs Attention
C1736,575,2,2544.3199999999997,1,1,1,111,11,At Risk / Lost
C1737,64,11,24418.46,3,5,4,354,35,Potential
C1738,96,10,19372.940000000002,3,5,3,353,35,Potential
C1739,2,14,42892.36,5,5,5,555,55,Champions
C1740,2,12,50939.39,5,5,5,555,55,Champions
C1741,80,8,23327.47,3,4,4,344,34,Potential
C1742,529,4,21657.14,1,1,4,114,11,At Risk / Lost
C1743,147,6,13210.8,2,3,2,232,23,Needs Attention
C1744,102,7,16055.55,3,3,3,333,33,Potential
C1745,106,5,18477.35,3,2,3,323,32,Potential
C1746,40,6,19127.98,4,3,3,433,43,Loyal
C1747,128,7,22617.04,2,3,4,234,23,Needs Attention
C1748,40,9,24985.69,4,5,4,454,45,Champions
C1749,8,3,11588.07,5,1,2,512,51,Needs Attention
C1750,207,6,21201.68,1,3,4,134,13,Needs Attention
C1751,99,6,27433.12,3,3,4,334,33,Potential
C1752,193,5,15493.1,1,2,2,122,12,At Risk / Lost
C1753,131,9,25500.83,2,5,4,254,25,Big Spenders
C1754,51,6,30458.49,4,3,5,435,43,Loyal
C1755,289,6,18773.17,1,3,3,133,13,Needs Attention
C1756,149,7,17681.91,2,3,3,233,23,Needs Attention
C1757,77,6,21961.690000000002,3,3,4,334,33,Potential
C1758,167,3,13176.61,2,1,2,212,21,At Risk / Lost
C1759,57,4,23318.399999999998,4,1,4,414,41,Needs Attention
C1760,155,8,29655.02,2,4,5,245,24,Big Spenders
C1761,45,11,19776.9,4,5,3,453,45,Champions
C1762,3,8,47764.509999999995,5,4,5,545,54,Champions
C1763,202,12,35037.73,1,5,5,155,15,Big Spenders
C1764,245,8,33200.57,1,4,5,145,14,Big Spenders
C1765,13,10,29664.43,5,5,5,555,55,Champions
C1766,28,8,38812.35,4,4,5,445,44,Champions
C1767,12,4,15001.41,5,1,2,512,51,Needs Attention
C1768,113,8,18459.670000000002,2,4,3,243,24,Big Spenders
C1769,28,4,3718.82,4,1,1,411,41,Needs Attention
C1770,25,7,14523.77,5,3,2,532,53,Loyal
C1771,37,7,31226.06,4,3,5,435,43,Loyal
C1772,37,7,22965.97,4,3,4,434,43,Loyal
C1773,75,4,13714.76,3,1,2,312,31,Needs Attention
C1774,80,9,25270.760000000002,3,5,4,354,35,Potential
C1775,46,5,9267.95,4,2,1,421,42,Potential
C1776,76,6,23124.94,3,3,4,334,33,Potential
C1777,32,3,8385.75,4,1,1,411,41,Needs Attention
C1778,29,3,2694.55,4,1,1,411,41,Needs Attention
C1779,139,4,9907.380000000001,2,1,1,211,21,At Risk / Lost
C1780,48,8,20812.87,4,4,3,443,44,Champions
C1781,6,6,11956.61,5,3,2,532,53,Loyal
C1782,18,10,29432.7,5,5,5,555,55,Champions
C1783,222,8,25942.86,1,4,4,144,14,Big Spenders
C1784,100,2,24387.63,3,1,4,314,31,Needs Attention
C1785,92,7,40590.53,3,3,5,335,33,Potential
C1786,4,10,42894.54,5,5,5,555,55,Champions
C1787,100,9,15284.98,3,5,2,352,35,Potential
C1788,231,6,8939.52,1,3,1,131,13,Needs Attention
C1789,213,6,28325.93,1,3,5,135,13,Needs Attention
C1790,229,5,20072.2,1,2,3,123,12,At Risk / Lost
C1791,70,5,11782.689999999999,3,2,2,322,32,Potential
C1792,46,5,14250.34,4,2,2,422,42,Potential
C1793,48,8,41097.27,4,4,5,445,44,Champions
C1794,85,4,17041.3,3,1,3,313,31,Needs Attention
C1795,98,10,29104.16,3,5,5,355,35,Potential
C1796,57,4,11556.25,4,1,2,412,41,Needs Attention
C1797,44,9,44844.26,4,5,5,455,45,Champions
C1798,1,6,34192.729999999996,5,3,5,535,53,Loyal
C1799,16,5,10116.119999999999,5,2,1,521,52,Potential
C1800,199,10,24640.97,1,5,4,154,15,Big Spenders
C1801,406,3,7657.65,1,1,1,111,11,At Risk / Lost
C1802,1,6,21863.25,5,3,4,534,53,Loyal
C1803,401,3,2822.4300000000003,1,1,1,111,11,At Risk / Lost
C1804,40,4,9358.800000000001,4,1,1,411,41,Needs Attention
C1805,12,8,32472.93,5,4,5,545,54,Champions
C1806,85,5,15374.330000000002,3,2,2,322,32,Potential
C1807,18,7,19140.55,5,3,3,533,53,Loyal
C1808,43,7,32812.62,4,3,5,435,43,Loyal
C1809,25,5,21448.04,5,2,4,524,52,Potential
C1810,175,7,16833.87,2,3,3,233,23,Needs Attention
C1811,137,6,21064.14,2,3,4,234,23,Needs Attention
C1812,68,7,12925.460000000001,3,3,2,332,33,Potential
C1813,441,3,11615.87,1,1,2,112,11,At Risk / Lost
C1814,280,4,14164.51,1,1,2,112,11,At Risk / Lost
C1815,190,5,7700.5,1,2,1,121,12,At Risk / Lost
C1816,96,12,34522.07,3,5,5,355,35,Potential
C1817,111,6,11891.65,2,3,2,232,23,Needs Attention
C1818,58,13,64413.59,4,5,5,455,45,Champions
C1819,80,10,19204.72,3,5,3,353,35,Potential
C1820,9,12,30380.88,5,5,5,555,55,Champions
C1821,234,7,32159.68,1,3,5,135,13,Needs Attention
C1822,57,12,43714.35,4,5,5,455,45,Champions
C1823,49,9,13798.539999999999,4,5,2,452,45,Champions
C1824,186,2,8291.03,2,1,1,211,21,At Risk / Lost
C1825,473,6,17822.04,1,3,3,133,13,Needs Attention
C1826,126,6,32076.76,2,3,5,235,23,Needs Attention
C1827,29,7,18444.73,4,3,3,433,43,Loyal
C1828,46,5,15309.14,4,2,2,422,42,Potential
C1829,95,10,29447.22,3,5,5,355,35,Potential
C1830,243,6,15131.599999999999,1,3,2,132,13,Needs Attention
C1831,35,9,30217.59,4,5,5,455,45,Champions
C1832,39,7,28347.91,4,3,5,435,43,Loyal
C1833,172,7,33217.3,2,3,5,235,23,Needs Attention
C1834,47,7,36641.64,4,3,5,435,43,Loyal
C1835,234,3,10988.67,1,1,2,112,11,At Risk / Lost
C1836,293,2,2508.69,1,1,1,111,11,At Risk / Lost
C1837,186,7,37121.630000000005,2,3,5,235,23,Needs Attention
C1838,28,7,22947.66,4,3,4,434,43,Loyal
C1839,31,6,15429.74,4,3,2,432,43,Loyal
C1840,16,10,40065.25,5,5,5,555,55,Champions
C1841,54,5,18317.96,4,2,3,423,42,Potential
C1842,232,9,12367.029999999999,1,5,2,152,15,Big Spenders
C1843,33,9,17576.87,4,5,3,453,45,Champions
C1844,31,9,18629.87,4,5,3,453,45,Champions
C1845,42,6,13338.84,4,3,2,432,43,Loyal
C1846,73,6,12784.09,3,3,2,332,33,Potential
C1847,243,2,8449.8,1,1,1,111,11,At Risk / Lost
C1848,69,10,16740.93,3,5,3,353,35,Potential
C1849,135,6,9176.619999999999,2,3,1,231,23,Needs Attention
C1850,86,7,16877.41,3,3,3,333,33,Potential
C1851,13,8,26214.44,5,4,4,544,54,Champions
C1852,4,4,9654.68,5,1,1,511,51,Needs Attention
C1853,45,2,2411.92,4,1,1,411,41,Needs Attention
C1854,115,5,26781.85,2,2,4,224,22,At Risk / Lost
C1855,51,7,26944.969999999998,4,3,4,434,43,Loyal
C1856,12,8,12592.82,5,4,2,542,54,Champions
C1857,106,4,7402.33,3,1,1,311,31,Needs Attention
C1858,56,5,19416.41,4,2,3,423,42,Potential
C1859,116,6,25526.050000000003,2,3,4,234,23,Needs Attention
C1860,31,4,12899.18,4,1,2,412,41,Needs Attention
C1861,27,5,17186.5,5,2,3,523,52,Potential
C1862,326,5,31834.78,1,2,5,125,12,At Risk / Lost
C1863,462,3,20963.010000000002,1,1,4,114,11,At Risk / Lost
C1864,196,3,5242.86,1,1,1,111,11,At Risk / Lost
C1865,14,6,27438.4,5,3,4,534,53,Loyal
C1866,254,4,12378.439999999999,1,1,2,112,11,At Risk / Lost
C1867,22,9,20456.71,5,5,3,553,55,Champions
C1868,36,7,15072.33,4,3,2,432,43,Loyal
C1869,319,5,14801.12,1,2,2,122,12,At Risk / Lost
C1870,81,10,27808.480000000003,3,5,4,354,35,Potential
C1871,37,11,52777.83,4,5,5,455,45,Champions
C1872,59,11,31071.239999999998,4,5,5,455,45,Champions
C1873,54,8,12842.55,4,4,2,442,44,Champions
C1874,31,4,4088.33,4,1,1,411,41,Needs Attention
C1875,2,5,16227.3,5,2,3,523,52,Potential
C1876,100,12,40825.74,3,5,5,355,35,Potential
C1877,36,10,45471.200000000004,4,5,5,455,45,Champions
C1878,14,4,23118.469999999998,5,1,4,514,51,Needs Attention
C1879,235,7,17722.57,1,3,3,133,13,Needs Attention
C1880,123,6,23086.23,2,3,4,234,23,Needs Attention
C1881,88,5,24716.58,3,2,4,324,32,Potential
C1882,107,6,18763.52,2,3,3,233,23,Needs Attention
C1883,108,10,17879.77,2,5,3,253,25,Big Spenders
C1884,105,5,19619.95,3,2,3,323,32,Potential
C1885,10,7,22862.85,5,3,4,534,53,Loyal
C1886,352,3,2445.15,1,1,1,111,11,At Risk / Lost
C1887,52,8,20386.47,4,4,3,443,44,Champions
C1888,68,8,22746.370000000003,3,4,4,344,34,Potential
C1889,19,3,4179.110000000001,5,1,1,511,51,Needs Attention
C1890,29,7,25885.76,4,3,4,434,43,Loyal
C1891,254,6,21885.75,1,3,4,134,13,Needs Attention
C1892,47,4,19482.9,4,1,3,413,41,Needs Attention
C1893,301,3,10806.150000000001,1,1,2,112,11,At Risk / Lost
C1894,72,7,3724.46,3,3,1,331,33,Potential
C1895,98,8,22653.79,3,4,4,344,34,Potential
C1896,56,7,22193.15,4,3,4,434,43,Loyal
C1897,179,4,17600.53,2,1,3,213,21,At Risk / Lost
C1898,54,6,27290.03,4,3,4,434,43,Loyal
C1899,27,4,12966.85,5,1,2,512,51,Needs Attention
C1900,143,5,18487.54,2,2,3,223,22,At Risk / Lost
C1901,36,6,17383.03,4,3,3,433,43,Loyal
C1902,36,9,26259.589999999997,4,5,4,454,45,Champions
C1903,55,6,11444.77,4,3,2,432,43,Loyal
C1904,111,9,19512.38,2,5,3,253,25,Big Spenders
C1905,224,1,5239.88,1,1,1,111,11,At Risk / Lost
C1906,117,6,26458.969999999998,2,3,4,234,23,Needs Attention
C1907,98,5,19665.34,3,2,3,323,32,Potential
C1908,31,12,43009.32,4,5,5,455,45,Champions
C1909,228,8,16830.08,1,4,3,143,14,Big Spenders
C1910,60,7,13854.12,3,3,2,332,33,Potential
C1911,62,7,15809.95,3,3,3,333,33,Potential
C1912,12,6,11672.9,5,3,2,532,53,Loyal
C1913,78,7,17114.88,3,3,3,333,33,Potential
C1914,72,5,18311.06,3,2,3,323,32,Potential
C1915,88,3,6013.9800000000005,3,1,1,311,31,Needs Attention
C1916,4,7,26317.56,5,3,4,534,53,Loyal
C1917,28,6,24607.88,4,3,4,434,43,Loyal
C1918,590,4,15176.8,1,1,2,112,11,At Risk / Lost
C1919,440,2,6728.86,1,1,1,111,11,At Risk / Lost
C1920,106,7,24470.7,3,3,4,334,33,Potential
C1921,146,8,14637.359999999999,2,4,2,242,24,Big Spenders
C1922,7,6,16849.41,5,3,3,533,53,Loyal
C1923,81,9,41652.899999999994,3,5,5,355,35,Potential
C1924,79,7,19826.989999999998,3,3,3,333,33,Potential
C1925,61,7,18876.04,3,3,3,333,33,Potential
C1926,122,3,1657.8,2,1,1,211,21,At Risk / Lost
C1927,66,8,29039.45,3,4,5,345,34,Potential
C1928,40,7,17547.0,4,3,3,433,43,Loyal
C1929,24,4,9560.83,5,1,1,511,51,Needs Attention
C1930,98,5,22608.61,3,2,4,324,32,Potential
C1931,34,3,10729.509999999998,4,1,2,412,41,Needs Attention
C1932,35,8,34172.99,4,4,5,445,44,Champions
C1933,119,9,24214.02,2,5,4,254,25,Big Spenders
C1934,28,6,34276.770000000004,4,3,5,435,43,Loyal
C1935,31,10,34812.61,4,5,5,455,45,Champions
